0	1.02327	1.02327	1.02327
100	1.49787	1.49795	1.49766
200	1.4979	1.49795	1.49777
300	1.49791	1.49795	1.49777
400	1.49792	1.49795	1.49777
500	1.49792	1.49795	1.49777
600	1.49792	1.49795	1.49777
700	1.49792	1.49795	1.49777
800	1.49792	1.49795	1.49777
900	1.49792	1.49795	1.49777
1000	1.49792	1.49795	1.49777
1100	1.49792	1.49795	1.49777
1200	1.49792	1.49795	1.49777
1300	1.49792	1.49795	1.49777
1400	1.49792	1.49795	1.49777
1500	1.49792	1.49795	1.49777
1600	1.49792	1.49795	1.49777
1700	1.49792	1.49795	1.49777
1800	1.49792	1.49795	1.49777
1900	1.49792	1.49795	1.49777
2000	1.49792	1.49795	1.49777
2100	1.49792	1.49795	1.49777
2200	1.49792	1.49795	1.49777
2300	1.49792	1.49795	1.49777
2400	1.49792	1.49795	1.49777
2500	1.49792	1.49795	1.49777
2600	1.49792	1.49795	1.49777
2700	1.49792	1.49795	1.49777
2800	1.49792	1.49795	1.49777
2900	1.49792	1.49795	1.49777
3000	1.49792	1.49795	1.49777
3100	1.49792	1.49795	1.49777
3200	1.49792	1.49795	1.49777
3300	1.49792	1.49795	1.49777
3400	1.49792	1.49795	1.49777
3500	1.49792	1.49795	1.49777
3600	1.49792	1.49795	1.49777
3700	1.49792	1.49795	1.49777
3800	1.49792	1.49795	1.49777
3900	1.49792	1.49795	1.49777
4000	1.49792	1.49795	1.49777
4100	1.49792	1.49795	1.49777
4200	1.49792	1.49795	1.49777
4300	1.49792	1.49795	1.49777
4400	1.49792	1.49795	1.49777
4500	1.49792	1.49795	1.49777
4600	1.49792	1.49795	1.49777
4700	1.49792	1.49795	1.49777
4800	1.49792	1.49795	1.49777
4900	1.49792	1.49795	1.49777
5000	1.49792	1.49795	1.49777
5100	1.49792	1.49795	1.49777
5200	1.49792	1.49795	1.49777
5300	1.49792	1.49795	1.49777
5400	1.49792	1.49795	1.49777
5500	1.49792	1.49795	1.49777
5600	1.49792	1.49795	1.49777
5700	1.49792	1.49795	1.49777
5800	1.49792	1.49795	1.49777
5900	1.49792	1.49795	1.49777
6000	1.49792	1.49795	1.49777
6100	1.49792	1.49795	1.49777
6200	1.49792	1.49795	1.49777
6300	1.49792	1.49795	1.49777
6400	1.49792	1.49795	1.49777
6500	1.49792	1.49795	1.49777
6600	1.49792	1.49795	1.49777
6700	1.49792	1.49795	1.49777
6800	1.49792	1.49795	1.49777
6900	1.49792	1.49795	1.49777
7000	1.49792	1.49795	1.49777
7100	1.49792	1.49795	1.49777
7200	1.49792	1.49795	1.49777
7300	1.49792	1.49795	1.49777
7400	1.49792	1.49795	1.49777
7500	1.49792	1.49795	1.49777
7600	1.49792	1.49795	1.49777
7700	1.49792	1.49795	1.49777
7800	1.49792	1.49795	1.49777
7900	1.49792	1.49795	1.49777
8000	1.49792	1.49795	1.49777
8100	1.49792	1.49795	1.49777
8200	1.49792	1.49795	1.49777
8300	1.49792	1.49795	1.49777
8400	1.49792	1.49795	1.49777
8500	1.49792	1.49795	1.49777
8600	1.49792	1.49795	1.49777
8700	1.49792	1.49795	1.49777
8800	1.49792	1.49795	1.49777
8900	1.49792	1.49795	1.49777
9000	1.49792	1.49795	1.49777
9100	1.49792	1.49795	1.49777
9200	1.49792	1.49795	1.49777
9300	1.49792	1.49795	1.49777
9400	1.49792	1.49795	1.49777
9500	1.49792	1.49795	1.49777
9600	1.49792	1.49795	1.49777
9700	1.49792	1.49795	1.49777
9800	1.49792	1.49795	1.49777
9900	1.49792	1.49795	1.49777
10000	1.49792	1.49795	1.49788
10100	1.49792	1.49795	1.49788
10200	1.49792	1.49795	1.49788
10300	1.49792	1.49795	1.49788
10400	1.49792	1.49795	1.49788
10500	1.49792	1.49795	1.49788
10600	1.49792	1.49795	1.49788
10700	1.49792	1.49795	1.49788
10800	1.49792	1.49795	1.49788
10900	1.49792	1.49795	1.49788
11000	1.49792	1.49795	1.49788
11100	1.49792	1.49795	1.49788
11200	1.49792	1.49795	1.49788
11300	1.49792	1.49795	1.49788
11400	1.49792	1.49795	1.49788
11500	1.49792	1.49795	1.49788
11600	1.49792	1.49795	1.49788
11700	1.49792	1.49795	1.49788
11800	1.49792	1.49795	1.49788
11900	1.49792	1.49795	1.49788
12000	1.49792	1.49795	1.49788
12100	1.49792	1.49795	1.49788
12200	1.49792	1.49795	1.49788
12300	1.49792	1.49795	1.49788
12400	1.49792	1.49795	1.49788
12500	1.49792	1.49795	1.49788
12600	1.49792	1.49795	1.49788
12700	1.49792	1.49795	1.49788
12800	1.49792	1.49795	1.49788
12900	1.49792	1.49795	1.49788
13000	1.49792	1.49795	1.49788
13100	1.49792	1.49795	1.49788
13200	1.49792	1.49795	1.49788
13300	1.49792	1.49795	1.49788
13400	1.49792	1.49795	1.49788
13500	1.49792	1.49795	1.49788
13600	1.49792	1.49795	1.49788
13700	1.49792	1.49795	1.49788
