

 Zonafogyasztasok kiszamitasa, adatfajl: alapzonamodell9.spr

 	 A_1                    :	   0.12 m3/h	 zona :   0.12 m3/h
 	 A_Z020-05044           :	   1.19 m3/h	 ->   0.98 m3/h (ellenorzes: Q=0.975881 m3/h)
 	 A_Z020-05256           :	   0.29 m3/h	 ->   0.24 m3/h (ellenorzes: Q=0.235557 m3/h)
 	 A_Z020-05454           :	   4.19 m3/h	 ->   3.45 m3/h (ellenorzes: Q=3.44984 m3/h)
 	 A_Z020-05496           :	 211.01 m3/h	 -> 173.61 m3/h (ellenorzes: Q=173.612 m3/h)
 	 A_Z020-05629           :	   1.17 m3/h	 ->   0.96 m3/h (ellenorzes: Q=0.959047 m3/h)
 	 A_Z020-05636           :	   2.22 m3/h	 ->   1.83 m3/h (ellenorzes: Q=1.82775 m3/h)
 	 A_Z020-05710           :	   0.47 m3/h	 ->   0.39 m3/h (ellenorzes: Q=0.386986 m3/h)
 	 A_Z020-05795           :	   0.31 m3/h	 ->   0.25 m3/h (ellenorzes: Q=0.252382 m3/h)
 	 A_Z020-06322           :	   0.25 m3/h	 ->   0.20 m3/h (ellenorzes: Q=0.201906 m3/h)
 	 A_Z020-06367           :	   1.17 m3/h	 ->   0.96 m3/h (ellenorzes: Q=0.959047 m3/h)
 	 A_Z020-06623           :	   0.06 m3/h	 ->   0.05 m3/h (ellenorzes: Q=0.0504764 m3/h)
 	 A_Z020-06886           :	   1.04 m3/h	 ->   0.86 m3/h (ellenorzes: Q=0.858094 m3/h)
 	 A_Z020-07952           :	   0.10 m3/h	 ->   0.08 m3/h (ellenorzes: Q=0.0841277 m3/h)
 	 A_Z020-07989           :	   1.37 m3/h	 ->   1.13 m3/h (ellenorzes: Q=1.1273 m3/h)
 	 A_Z020-08282           :	   1.04 m3/h	 ->   0.86 m3/h (ellenorzes: Q=0.858094 m3/h)
 	 A_Z020-08294           :	   0.70 m3/h	 ->   0.57 m3/h (ellenorzes: Q=0.572066 m3/h)
 	 A_Z020-08314           :	   2.66 m3/h	 ->   2.19 m3/h (ellenorzes: Q=2.1873 m3/h)
 	 A_Z020-08853           :	   0.12 m3/h	 ->   0.10 m3/h (ellenorzes: Q=0.100953 m3/h)
 	 A_Z020-08948           :	   1.31 m3/h	 ->   1.08 m3/h (ellenorzes: Q=1.07683 m3/h)
 	 A_Z020-09186           :	   0.74 m3/h	 ->   0.61 m3/h (ellenorzes: Q=0.605717 m3/h)
 	 A_Z020-09775           :	   0.65 m3/h	 ->   0.54 m3/h (ellenorzes: Q=0.538415 m3/h)
 	 A_Z020-10639           :	   0.78 m3/h	 ->   0.64 m3/h (ellenorzes: Q=0.639367 m3/h)
 	 A_Z020-10660           :	   0.33 m3/h	 ->   0.27 m3/h (ellenorzes: Q=0.269208 m3/h)
 	 A_Z020-11298           :	   0.35 m3/h	 ->   0.29 m3/h (ellenorzes: Q=0.286033 m3/h)
 	 A_Z020-12755           :	   0.04 m3/h	 ->   0.03 m3/h (ellenorzes: Q=0.0336509 m3/h)
 	 A_Z020-13106           :	   0.08 m3/h	 ->   0.07 m3/h (ellenorzes: Q=0.0673016 m3/h)
 	 A_Z020-13124           :	   0.04 m3/h	 ->   0.03 m3/h (ellenorzes: Q=0.0336509 m3/h)
 	 A_Z020-13520           :	   1.21 m3/h	 ->   0.99 m3/h (ellenorzes: Q=0.992699 m3/h)
 	 A_Z020-14096           :	   0.14 m3/h	 ->   0.12 m3/h (ellenorzes: Q=0.117779 m3/h)
 	 A_Z020-14222           :	 275.34 m3/h	 -> 226.54 m3/h (ellenorzes: Q=226.538 m3/h)
 	 A_Z020-14598           :	 418.89 m3/h	 -> 344.64 m3/h (ellenorzes: Q=344.645 m3/h)
 	 A_Z020-14677           :	  46.71 m3/h	 ->  38.43 m3/h (ellenorzes: Q=38.4295 m3/h)
 	 A_Z020-16004           :	   0.92 m3/h	 ->   0.76 m3/h (ellenorzes: Q=0.757146 m3/h)
 	 A_Z020-16209           :	   0.59 m3/h	 ->   0.49 m3/h (ellenorzes: Q=0.487938 m3/h)
 	 A_Z020-16653           :	   0.25 m3/h	 ->   0.20 m3/h (ellenorzes: Q=0.201906 m3/h)
 	 A_Z020-16943           :	   0.72 m3/h	 ->   0.59 m3/h (ellenorzes: Q=0.588891 m3/h)
 	 A_Z020-17160           :	   0.16 m3/h	 ->   0.13 m3/h (ellenorzes: Q=0.134603 m3/h)
 	 A_Z020-17708           :	   0.63 m3/h	 ->   0.52 m3/h (ellenorzes: Q=0.521589 m3/h)
 	 A_Z020-19767           :	   1.47 m3/h	 ->   1.21 m3/h (ellenorzes: Q=1.21143 m3/h)
 	 A_Z020-19833           :	   0.55 m3/h	 ->   0.45 m3/h (ellenorzes: Q=0.454287 m3/h)
 	 A_Z020-19854           :	   0.37 m3/h	 ->   0.30 m3/h (ellenorzes: Q=0.302858 m3/h)
 	 A_Z020-20077           :	   0.72 m3/h	 ->   0.59 m3/h (ellenorzes: Q=0.588891 m3/h)
 	 A_Z020-20258           :	   0.00 m3/h	 ->   0.00 m3/h (ellenorzes: Q=0 m3/h)
 	 A_Z020-20595           :	   0.02 m3/h	 ->   0.02 m3/h (ellenorzes: Q=0.0168255 m3/h)
 	 A_Z020-21397           :	   3.13 m3/h	 ->   2.57 m3/h (ellenorzes: Q=2.57429 m3/h)
 	 A_Z020-22371           :	   0.10 m3/h	 ->   0.08 m3/h (ellenorzes: Q=0.0841277 m3/h)
 	 A_Z020-22452           :	   0.02 m3/h	 ->   0.02 m3/h (ellenorzes: Q=0.0168255 m3/h)
 	 A_Z020-23334           :	   0.72 m3/h	 ->   0.59 m3/h (ellenorzes: Q=0.588891 m3/h)
 	 A_Z20-RADNOTI          :	   0.14 m3/h	 specialis csomopont

 Zonafogyasztasok modositasa, adatfajl: FV_input_2012_11_06_barlang_nelkul_7.spr,  Kelet-Pest

 	 K_1457                 :	   6.55 m3/h	 ->  77.77 m3/h (ellenorzes: Q=77.7658 m3/h)
 	 K_1638                 :	   0.58 m3/h	 ->   6.83 m3/h (ellenorzes: Q=6.82822 m3/h)
 	 K_1776                 :	   3.42 m3/h	 ->  40.59 m3/h (ellenorzes: Q=40.5899 m3/h)
 	 K_2312                 :	   1.34 m3/h	 ->  15.93 m3/h (ellenorzes: Q=15.9325 m3/h)
 	 K_2673                 :	  15.94 m3/h	 -> 189.29 m3/h (ellenorzes: Q=189.293 m3/h)
 	 K_2700                 :	   8.12 m3/h	 ->  96.35 m3/h (ellenorzes: Q=96.3536 m3/h)
 	 K_2798                 :	   0.99 m3/h	 ->  11.76 m3/h (ellenorzes: Q=11.7597 m3/h)
 	 K_2823                 :	   1.88 m3/h	 ->  22.38 m3/h (ellenorzes: Q=22.3813 m3/h)
 	 K_3441                 :	   0.67 m3/h	 ->   7.97 m3/h (ellenorzes: Q=7.96626 m3/h)
 	 K_3826                 :	   2.01 m3/h	 ->  23.90 m3/h (ellenorzes: Q=23.8988 m3/h)
 	 K_4042                 :	  11.60 m3/h	 -> 137.70 m3/h (ellenorzes: Q=137.702 m3/h)
 	 K_4473                 :	   0.83 m3/h	 ->   9.86 m3/h (ellenorzes: Q=9.86296 m3/h)
 	 K_4526                 :	  10.35 m3/h	 -> 122.91 m3/h (ellenorzes: Q=122.909 m3/h)
 	 K_4590                 :	   3.10 m3/h	 ->  36.80 m3/h (ellenorzes: Q=36.7965 m3/h)
 	 K_522                  :	   3.00 m3/h	 ->  35.66 m3/h (ellenorzes: Q=35.6584 m3/h)
 	 K_5425                 :	   3.23 m3/h	 ->  38.31 m3/h (ellenorzes: Q=38.3139 m3/h)
 	 K_5460                 :	   5.11 m3/h	 ->  60.70 m3/h (ellenorzes: Q=60.6952 m3/h)
 	 K_5462                 :	   2.33 m3/h	 ->  27.69 m3/h (ellenorzes: Q=27.6922 m3/h)
 	 K_5762                 :	   2.14 m3/h	 ->  25.42 m3/h (ellenorzes: Q=25.4162 m3/h)
 	 K_7082                 :	   0.83 m3/h	 ->   9.86 m3/h (ellenorzes: Q=9.86296 m3/h)
 	 K_734                  :	   1.69 m3/h	 ->  20.11 m3/h (ellenorzes: Q=20.1053 m3/h)
 	 K_7536                 :	   3.67 m3/h	 ->  43.62 m3/h (ellenorzes: Q=43.6247 m3/h)
 	 K_754                  :	   1.44 m3/h	 ->  17.07 m3/h (ellenorzes: Q=17.0705 m3/h)
 	 K_CINKOTA_MED          :	   1.34 m3/h	 ->  15.93 m3/h (ellenorzes: Q=15.9325 m3/h)
 	 K_FERIHEGYI_RCS_GH     :	   0.29 m3/h	 ->   3.41 m3/h (ellenorzes: Q=3.41411 m3/h)
 	 K_FERIHEGYI_RH_GH      :	   0.48 m3/h	 ->   5.69 m3/h (ellenorzes: Q=5.69018 m3/h)
 	 K_GILICE_UJ_KEPE_GH    :	   5.27 m3/h	 specialis csomopont
 	 K_KOBANYA_GH           :	   0.06 m3/h	 specialis csomopont
 	 K_MATYASFOLDI_GH       :	   1.66 m3/h	 ->  19.73 m3/h (ellenorzes: Q=19.7259 m3/h)
 	 K_RSZM_GH              :	   0.00 m3/h	 specialis csomopont
 	 K_SIBRIK_UTI_GH        :	   0.06 m3/h	 ->   0.76 m3/h (ellenorzes: Q=0.75869 m3/h)
   Specialis csompontok:
 	 A_FELSOJH_GH           :	  -0.00 m3/h (betap)
 	 A_Z20-RADNOTI          :	  -0.00 m3/h (betap)
 	 A_BEKAS_PUM            :	 -2811.00 m3/h (betap)
 	 A_KM4_Q1600            :	 -7181.00 m3/h (betap)
 	 A_KPM1-3               :	 -2286.00 m3/h (betap)
 	 A_CSEPEL_BF            :	 -4359.00 m3/h (betap)
 	 A_BUDAORSI_UT          :	 579.00 m3/h (tovabbemeles)
 	 A_KRISZTINA_UJ         :	 1724.00 m3/h (tovabbemeles)
 	 K_KOBANYA_GH           :	 -482.00 m3/h (tovabbemeles) + ikercsp: NODE317 -> 482.00 m3/h
 	 K_RSZM_GH              :	 -972.00 m3/h (tovabbemeles) + ikercsp: NODE293 -> 972.00 m3/h
 	 K_GILICE_UJ_KEPE_GH    :	 -43.00 m3/h (tovabbemeles) + ikercsp: NODE305 ->  43.00 m3/h
 	 A_NODE570              :	 -14.00 m3/h (tovabbemeles)
 	 NODE320                :	   2.04 m3/h (tovabbemeles) + ikercsp: NODE688 ->  -2.04 m3/h
 	 A_GILICE_UJ_GH         :	   0.00 m3/h (tovabbemeles)

 Vizmerleg ellenorzese, adatfajl: FV_input_2012_11_06_barlang_nelkul_7.spr


 Zonafogyasztasok kiszamitasa, adatfajl: FV_input_2012_11_06_barlang_nelkul_7.spr

 	 A_1                    :	   0.10 m3/h	 zona :   0.10 m3/h
 	 A_113                  :	   0.12 m3/h	 zona :   0.22 m3/h
 	 A_36                   :	   0.00 m3/h	 zona :   0.22 m3/h
 	 A_ARPAD_UT             :	   0.00 m3/h	 zona :   0.22 m3/h
 	 A_BARLANG_HNY          :	   0.00 m3/h	 zona :   0.22 m3/h
 	 A_BEKAS_PUM            :	 -2811.00 m3/h	 specialis csomopont
 	 A_BM-ROKA              :	 268.73 m3/h	 zona : 268.95 m3/h
 	 A_BUDAFOK              :	 319.75 m3/h	 zona : 588.70 m3/h
 	 A_BUDAORSI_UT          :	 579.00 m3/h	 specialis csomopont
 	 A_CSEPEL_BF            :	 -4359.00 m3/h	 specialis csomopont
 	 A_FELSOJH_GH           :	  -0.00 m3/h	 specialis csomopont
 	 A_GILICE_UJ_GH         :	   0.00 m3/h	 specialis csomopont
 	 A_JOZSEF_A             :	   0.07 m3/h	 zona : 588.77 m3/h
 	 A_KM4_Q1200            :	   0.59 m3/h	 zona : 589.36 m3/h
 	 A_KM4_Q1400            :	   0.12 m3/h	 zona : 589.47 m3/h
 	 A_KM4_Q1600            :	 -7181.00 m3/h	 specialis csomopont
 	 A_KOB_TOV              :	   0.00 m3/h	 zona : 589.47 m3/h
 	 A_KPM1-3               :	 -2286.00 m3/h	 specialis csomopont
 	 A_KRISZTINA_UJ         :	 1724.00 m3/h	 specialis csomopont
 	 A_NAGYKIKI             :	   0.00 m3/h	 zona : 589.47 m3/h
 	 A_NODE265              :	   0.00 m3/h	 zona : 589.47 m3/h
 	 A_NODE570              :	 -14.00 m3/h	 specialis csomopont
 	 A_SANCGH               :	   0.00 m3/h	 zona : 589.47 m3/h
 	 A_SASI                 :	   0.00 m3/h	 zona : 589.47 m3/h
 	 A_SZARVASTER           :	   0.00 m3/h	 zona : 589.47 m3/h
 	 A_UJPEST_GH            :	  83.76 m3/h	 zona : 673.23 m3/h
 	 A_UTEG_GH              :	  79.93 m3/h	 zona : 753.16 m3/h
 	 A_VARI                 :	   0.00 m3/h	 zona : 753.16 m3/h
 	 A_Z01-0035             :	   0.82 m3/h	 zona : 753.99 m3/h
 	 A_Z01-0107             :	   5.35 m3/h	 zona : 759.34 m3/h
 	 A_Z01-0138             :	   1.38 m3/h	 zona : 760.72 m3/h
 	 A_Z01-0337             :	   0.13 m3/h	 zona : 760.85 m3/h
 	 A_Z01-0656             :	   0.69 m3/h	 zona : 761.54 m3/h
 	 A_Z01-0966             :	   1.51 m3/h	 zona : 763.06 m3/h
 	 A_Z01-1031             :	   1.41 m3/h	 zona : 764.47 m3/h
 	 A_Z01-1302             :	   1.60 m3/h	 zona : 766.07 m3/h
 	 A_Z01-1489             :	   1.95 m3/h	 zona : 768.02 m3/h
 	 A_Z01-1540             :	   3.68 m3/h	 zona : 771.70 m3/h
 	 A_Z01-1571             :	   0.08 m3/h	 zona : 771.79 m3/h
 	 A_Z01-1574             :	   1.08 m3/h	 zona : 772.86 m3/h
 	 A_Z01-1614             :	 237.92 m3/h	 zona : 1010.78 m3/h
 	 A_Z01-2606             :	  10.58 m3/h	 zona : 1021.36 m3/h
 	 A_Z01-2862             :	   1.16 m3/h	 zona : 1022.52 m3/h
 	 A_Z01-3301             :	 116.22 m3/h	 zona : 1138.74 m3/h
 	 A_Z020-00067           :	   0.03 m3/h	 zona : 1138.78 m3/h
 	 A_Z020-00076           :	   0.12 m3/h	 zona : 1138.89 m3/h
 	 A_Z020-00246           :	   0.03 m3/h	 zona : 1138.93 m3/h
 	 A_Z020-00262           :	   0.54 m3/h	 zona : 1139.47 m3/h
 	 A_Z020-00294           :	   0.00 m3/h	 zona : 1139.47 m3/h
 	 A_Z020-00334           :	   0.00 m3/h	 zona : 1139.47 m3/h
 	 A_Z020-00335           :	   0.35 m3/h	 zona : 1139.82 m3/h
 	 A_Z020-00496           :	   0.45 m3/h	 zona : 1140.27 m3/h
 	 A_Z020-00676           :	   0.19 m3/h	 zona : 1140.46 m3/h
 	 A_Z020-00768           :	   0.69 m3/h	 zona : 1141.15 m3/h
 	 A_Z020-00775           :	   0.20 m3/h	 zona : 1141.35 m3/h
 	 A_Z020-01421           :	   0.96 m3/h	 zona : 1142.31 m3/h
 	 A_Z020-01639           :	   6.66 m3/h	 zona : 1148.97 m3/h
 	 A_Z020-01683           :	   0.34 m3/h	 zona : 1149.31 m3/h
 	 A_Z020-01701           :	   0.05 m3/h	 zona : 1149.36 m3/h
 	 A_Z020-01815           :	   0.27 m3/h	 zona : 1149.63 m3/h
 	 A_Z020-01823           :	   0.56 m3/h	 zona : 1150.18 m3/h
 	 A_Z020-01981           :	   0.59 m3/h	 zona : 1150.77 m3/h
 	 A_Z020-02008           :	   2.75 m3/h	 zona : 1153.52 m3/h
 	 A_Z020-02046           :	   0.30 m3/h	 zona : 1153.82 m3/h
 	 A_Z020-02094           :	   1.28 m3/h	 zona : 1155.10 m3/h
 	 A_Z020-02190           :	   0.15 m3/h	 zona : 1155.25 m3/h
 	 A_Z020-02484           :	   0.02 m3/h	 zona : 1155.27 m3/h
 	 A_Z020-02516           :	   0.86 m3/h	 zona : 1156.12 m3/h
 	 A_Z020-02525           :	   0.64 m3/h	 zona : 1156.76 m3/h
 	 A_Z020-02702           :	  28.45 m3/h	 zona : 1185.21 m3/h
 	 A_Z020-03103           :	   0.98 m3/h	 zona : 1186.19 m3/h
 	 A_Z020-03681           :	   0.25 m3/h	 zona : 1186.44 m3/h
 	 A_Z020-03756           :	   0.03 m3/h	 zona : 1186.47 m3/h
 	 A_Z020-03757           :	   0.42 m3/h	 zona : 1186.89 m3/h
 	 A_Z020-03994           :	   0.24 m3/h	 zona : 1187.13 m3/h
 	 A_Z020-04002           :	   0.03 m3/h	 zona : 1187.16 m3/h
 	 A_Z020-04093           :	   0.64 m3/h	 zona : 1187.80 m3/h
 	 A_Z020-04166           :	   0.47 m3/h	 zona : 1188.27 m3/h
 	 A_Z020-04214           :	   1.04 m3/h	 zona : 1189.32 m3/h
 	 A_Z020-04409           :	   0.00 m3/h	 zona : 1189.32 m3/h
 	 A_Z020-04515           :	   6.93 m3/h	 zona : 1196.24 m3/h
 	 A_Z020-04559           :	   1.31 m3/h	 zona : 1197.55 m3/h
 	 A_Z020-04948           :	   0.61 m3/h	 zona : 1198.16 m3/h
 	 A_Z020-04949           :	   0.34 m3/h	 zona : 1198.50 m3/h
 	 A_Z020-05044           :	   0.98 m3/h	 zona : 1199.47 m3/h
 	 A_Z020-05256           :	   0.24 m3/h	 zona : 1199.71 m3/h
 	 A_Z020-05454           :	   3.45 m3/h	 zona : 1203.16 m3/h
 	 A_Z020-05496           :	 173.61 m3/h	 zona : 1376.77 m3/h
 	 A_Z020-05629           :	   0.96 m3/h	 zona : 1377.73 m3/h
 	 A_Z020-05636           :	   1.83 m3/h	 zona : 1379.56 m3/h
 	 A_Z020-05710           :	   0.39 m3/h	 zona : 1379.94 m3/h
 	 A_Z020-05795           :	   0.25 m3/h	 zona : 1380.20 m3/h
 	 A_Z020-06322           :	   0.20 m3/h	 zona : 1380.40 m3/h
 	 A_Z020-06367           :	   0.96 m3/h	 zona : 1381.36 m3/h
 	 A_Z020-06623           :	   0.05 m3/h	 zona : 1381.41 m3/h
 	 A_Z020-06886           :	   0.86 m3/h	 zona : 1382.27 m3/h
 	 A_Z020-07952           :	   0.08 m3/h	 zona : 1382.35 m3/h
 	 A_Z020-07989           :	   1.13 m3/h	 zona : 1383.48 m3/h
 	 A_Z020-08282           :	   0.86 m3/h	 zona : 1384.34 m3/h
 	 A_Z020-08294           :	   0.57 m3/h	 zona : 1384.91 m3/h
 	 A_Z020-08314           :	   2.19 m3/h	 zona : 1387.09 m3/h
 	 A_Z020-08853           :	   0.10 m3/h	 zona : 1387.20 m3/h
 	 A_Z020-08948           :	   1.08 m3/h	 zona : 1388.27 m3/h
 	 A_Z020-09186           :	   0.61 m3/h	 zona : 1388.88 m3/h
 	 A_Z020-09775           :	   0.54 m3/h	 zona : 1389.42 m3/h
 	 A_Z020-10639           :	   0.64 m3/h	 zona : 1390.06 m3/h
 	 A_Z020-10660           :	   0.27 m3/h	 zona : 1390.33 m3/h
 	 A_Z020-11298           :	   0.29 m3/h	 zona : 1390.61 m3/h
 	 A_Z020-12755           :	   0.03 m3/h	 zona : 1390.64 m3/h
 	 A_Z020-13106           :	   0.07 m3/h	 zona : 1390.71 m3/h
 	 A_Z020-13124           :	   0.03 m3/h	 zona : 1390.75 m3/h
 	 A_Z020-13520           :	   0.99 m3/h	 zona : 1391.74 m3/h
 	 A_Z020-14096           :	   0.12 m3/h	 zona : 1391.86 m3/h
 	 A_Z020-14222           :	 226.54 m3/h	 zona : 1618.39 m3/h
 	 A_Z020-14598           :	 344.64 m3/h	 zona : 1963.04 m3/h
 	 A_Z020-14677           :	  38.43 m3/h	 zona : 2001.47 m3/h
 	 A_Z020-16004           :	   0.76 m3/h	 zona : 2002.23 m3/h
 	 A_Z020-16209           :	   0.49 m3/h	 zona : 2002.71 m3/h
 	 A_Z020-16653           :	   0.20 m3/h	 zona : 2002.92 m3/h
 	 A_Z020-16943           :	   0.59 m3/h	 zona : 2003.50 m3/h
 	 A_Z020-17160           :	   0.13 m3/h	 zona : 2003.64 m3/h
 	 A_Z020-17708           :	   0.52 m3/h	 zona : 2004.16 m3/h
 	 A_Z020-19767           :	   1.21 m3/h	 zona : 2005.37 m3/h
 	 A_Z020-19833           :	   0.45 m3/h	 zona : 2005.83 m3/h
 	 A_Z020-19854           :	   0.30 m3/h	 zona : 2006.13 m3/h
 	 A_Z020-20077           :	   0.59 m3/h	 zona : 2006.72 m3/h
 	 A_Z020-20258           :	   0.00 m3/h	 zona : 2006.72 m3/h
 	 A_Z020-20595           :	   0.02 m3/h	 zona : 2006.74 m3/h
 	 A_Z020-21397           :	   2.57 m3/h	 zona : 2009.31 m3/h
 	 A_Z020-22371           :	   0.08 m3/h	 zona : 2009.39 m3/h
 	 A_Z020-22452           :	   0.02 m3/h	 zona : 2009.41 m3/h
 	 A_Z020-23334           :	   0.59 m3/h	 zona : 2010.00 m3/h
 	 A_Z20-RADNOTI          :	  -0.00 m3/h	 specialis csomopont

 Alapzona  osszesen: 2010 m3/h

	 Alapzona fogyasztas    : 	-2010 m3/h

 	 A_FELSOJH_GH           :	    0.0 m3/h (betap), Qzona=-2010.0 m3/h
 	 A_Z20-RADNOTI          :	    0.0 m3/h (betap), Qzona=-2010.0 m3/h
 	 A_BEKAS_PUM            :	 2811.0 m3/h (betap), Qzona= 801.0 m3/h
 	 A_KM4_Q1600            :	 7181.0 m3/h (betap), Qzona=7982.0 m3/h
 	 A_KPM1-3               :	 2286.0 m3/h (betap), Qzona=10268.0 m3/h
 	 A_CSEPEL_BF            :	 4359.0 m3/h (betap), Qzona=14627.0 m3/h
 	 A_BUDAORSI_UT          :	  579.0 m3/h (tovabbemeles), Qzona=14048.0 m3/h
 	 A_KRISZTINA_UJ         :	 1724.0 m3/h (tovabbemeles), Qzona=12324.0 m3/h
 	 K_KOBANYA_GH           :	  482.0 m3/h (tovabbemeles), Qzona=11842.0 m3/h
 	 K_RSZM_GH              :	  972.0 m3/h (tovabbemeles), Qzona=10870.0 m3/h
 	 K_GILICE_UJ_KEPE_GH    :	   43.0 m3/h (tovabbemeles), Qzona=10827.0 m3/h
 	 A_NODE570              :	  -14.0 m3/h (tovabbemeles), Qzona=10841.0 m3/h
 	 NODE320                :	    2.0 m3/h (belso tovabbemeles, figyelmen kivul hagyva)
 	 A_GILICE_UJ_GH         :	    0.0 m3/h (tovabbemeles), Qzona=10841.0 m3/h

 	 #med_cinkota           :	  atugrom, nem Kelet-Pestzona.
 	 #med_gilice            :	  +814.0 m3/h, Qzona: +10027.0	  +814.00 = ( 5.07994 - 4.93369 ) * 2783 * 2
 	 #med_kob_regi          :	    -2.0 m3/h, Qzona: +10029.0	   -2.03 = ( 5.13725 - 5.13799 ) * 1375 * 2
 	 #med_kob_uj            :	    -1.9 m3/h, Qzona: +10030.9	   -1.86 = ( 3.20332 - 3.2036 ) * 3333 * 2
 	 #med_krisztina         :	  +2550.9 m3/h, Qzona: +7480.0	  +2550.89 = ( 4.69186 - 4.35328 ) * 3767 * 2
 	 #med_rakossz           :	    +1.5 m3/h, Qzona: +7478.5	   +1.47 = ( 5.20914 - 5.20869 ) * 1667 * 2
 	 #med_sanc              :	  +7476.7 m3/h, Qzona:   +1.8	  +7476.74 = ( 4.01013 - 3.6363 ) * 10000 * 2

	 Zona vizmerleg hiba: 1.79841 m3/h (0.0894732%)



 Vizmerleg ellenorzese, adatfajl: FV_input_2012_11_06_barlang_nelkul_7.spr


 Zonafogyasztasok kiszamitasa, adatfajl: FV_input_2012_11_06_barlang_nelkul_7.spr

 	 K_1457                 :	  77.77 m3/h	 zona :  77.77 m3/h
 	 K_1638                 :	   6.83 m3/h	 zona :  84.59 m3/h
 	 K_1776                 :	  40.59 m3/h	 zona : 125.18 m3/h
 	 K_2312                 :	  15.93 m3/h	 zona : 141.12 m3/h
 	 K_2673                 :	 189.29 m3/h	 zona : 330.41 m3/h
 	 K_2700                 :	  96.35 m3/h	 zona : 426.76 m3/h
 	 K_2798                 :	  11.76 m3/h	 zona : 438.52 m3/h
 	 K_2823                 :	  22.38 m3/h	 zona : 460.90 m3/h
 	 K_3441                 :	   7.97 m3/h	 zona : 468.87 m3/h
 	 K_3826                 :	  23.90 m3/h	 zona : 492.77 m3/h
 	 K_4042                 :	 137.70 m3/h	 zona : 630.47 m3/h
 	 K_4473                 :	   9.86 m3/h	 zona : 640.33 m3/h
 	 K_4526                 :	 122.91 m3/h	 zona : 763.24 m3/h
 	 K_4590                 :	  36.80 m3/h	 zona : 800.04 m3/h
 	 K_522                  :	  35.66 m3/h	 zona : 835.70 m3/h
 	 K_5425                 :	  38.31 m3/h	 zona : 874.01 m3/h
 	 K_5460                 :	  60.70 m3/h	 zona : 934.71 m3/h
 	 K_5462                 :	  27.69 m3/h	 zona : 962.40 m3/h
 	 K_5762                 :	  25.42 m3/h	 zona : 987.82 m3/h
 	 K_7082                 :	   9.86 m3/h	 zona : 997.68 m3/h
 	 K_734                  :	  20.11 m3/h	 zona : 1017.78 m3/h
 	 K_7536                 :	  43.62 m3/h	 zona : 1061.41 m3/h
 	 K_754                  :	  17.07 m3/h	 zona : 1078.48 m3/h
 	 K_CINKOTA_MED          :	  15.93 m3/h	 zona : 1094.41 m3/h
 	 K_FERIHEGYI_RCS_GH     :	   3.41 m3/h	 zona : 1097.83 m3/h
 	 K_FERIHEGYI_RH_GH      :	   5.69 m3/h	 zona : 1103.52 m3/h
 	 K_GILICE_UJ_KEPE_GH    :	 -43.00 m3/h	 specialis csomopont
 	 K_KOBANYA_GH           :	 -482.00 m3/h	 specialis csomopont
 	 K_MATYASFOLDI_GH       :	  19.73 m3/h	 zona : 1123.24 m3/h
 	 K_RSZM_GH              :	 -972.00 m3/h	 specialis csomopont
 	 K_SIBRIK_UTI_GH        :	   0.76 m3/h	 zona : 1124.00 m3/h

 Kelet-Pest  osszesen: 1124 m3/h

	 KELET-PEST fogyasztas  : 	-1124 m3/h

 	 NODE317                :	  482.0 m3/h (betap Kelet-Pestre), Qzona=-642.0 m3/h
 	 NODE293                :	  972.0 m3/h (betap Kelet-Pestre), Qzona= 330.0 m3/h
 	 NODE305                :	   43.0 m3/h (betap Kelet-Pestre), Qzona= 373.0 m3/h

 	 #med_cinkota           :	  +374.1 m3/h, Qzona:   -1.1	  +374.11 = ( 3.36726 - 3.25525 ) * 1670 * 2
 	 #med_gilice            :	  atugrom, nem alapzona.
 	 #med_kob_regi          :	  atugrom, nem alapzona.
 	 #med_kob_uj            :	  atugrom, nem alapzona.
 	 #med_krisztina         :	  atugrom, nem alapzona.
 	 #med_rakossz           :	  atugrom, nem alapzona.
 	 #med_sanc              :	  atugrom, nem alapzona.

	 Zona vizmerleg hiba: -1.109 m3/h (0.0986658%)



   Medencek beallitasa:
   #med_cinkota : vizszint = 3.25525 m, 
   #med_gilice : vizszint = 4.93369 m,  toltodik
		 VALVE312 : zarva , allas = 100 %
		 VALVE306 : nyitva, allas = 0 %
		 VALVE309 : nyitva, allas = 0 %
   #med_kob_regi : vizszint = 5.13799 m,  kizarva
		 VALVE321 : zarva , allas = 100 %
   #med_kob_uj : vizszint = 3.2036 m,  kizarva
		 VALVE617 : zarva , allas = 100 %
		 VALVE318 : nyitva, allas = 0 %
   #med_krisztina : vizszint = 4.35328 m,  toltodik
		 VALVE273 : zarva , allas = 100 %
		 VALVE270 : nyitva, allas = 0 %
		 VALVE267 : nyitva, allas = 0 %
   #med_rakossz : vizszint = 5.20869 m,  kizarva
		 VALVE297 : zarva , allas = 100 %
		 VALVE300 : zarva , allas = 100 %
		 VALVE294 : nyitva, allas = 0 %
   #med_sanc : vizszint = 3.6363 m,  ellennyomo
		 VALVE686 : nyitva, allas = 0 %
		 VALVE588 : nyitva, allas = 0 %
		 VALVE575 : nyitva, allas = 0 %

   IDOSZAK: 8
-------------------------------
   kivant fogyasztasok: Alapzona   : 2419 m3/h
                        Kelet Pest : 1127 m3/h

